s_winsize_sum,s_winsize_std,s_winsize_mean,s_winsize_med,s_bytes_sum,d_winsize_med,d_winsize_mean,d_winsize_sum,d_winsize_std,s_bytes_std,s_bytes_mean,d_winsize_min,d_ttl_sum,d_bytes_sum,d_bytes_std,d_bytes_mean,s_bytes_max,s_winsize_min,d_winsize_max,d_iat_max,s_iat_sum,dur,s_iat_max,d_iat_sum,s_iat_std,s_iat_mean,s_load,d_load,d_ttl_min,d_ttl_mean,d_ttl_med,d_ttl_max,d_iat_mean,s_winsize_max,d_bytes_max,syn_ack,s_port,d_iat_med,tcp_rtt,ack_cnt,s_ttl_sum,d_bytes_med,s_iat_med,d_iat_std,d_iat_min,s_pkt_cnt,d_port,d_pkt_cnt,psh_cnt,s_bytes_med,ack_dat,s_iat_min,s_ttl_min,s_ttl_max,s_ttl_med,s_ttl_mean,d_bytes_min,s_bytes_min,fin_cnt,d_ttl_std,rst_cnt,syn_cnt,proto,pkt_depth,neg_f1_score,compute_cost,Timestamp
true,true,false,true,false,true,true,true,false,true,false,false,true,true,false,false,true,true,false,false,true,true,true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,false,false,true,true,true,false,true,false,true,false,false,false,true,true,false,true,false,false,false,false,true,true,false,false,false,2,-0.9074399594907407,250.0,866174
false,true,false,false,false,true,true,false,false,false,true,false,true,false,true,false,false,false,false,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false,true,true,2,-0.835027553209797,260.0,912206
false,false,false,true,true,true,false,true,false,false,false,true,false,true,true,false,true,true,false,false,true,true,true,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,false,false,true,false,true,true,false,false,false,true,false,false,false,true,true,true,false,1,-0.7611686122563712,90.0,957394
true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,false,false,true,true,false,false,true,false,false,true,true,true,false,false,true,false,true,true,true,true,false,true,true,true,2,-0.9357969414842116,210.0,1003177
false,true,true,true,true,false,true,false,true,true,true,false,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,true,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,1,-0.6393248139250974,100.0,1048113
false,false,false,true,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,false,true,false,true,true,false,false,false,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,false,false,false,false,false,false,true,true,false,true,false,true,false,true,true,true,true,false,false,1,-0.7611686122563712,80.0,1094079
false,false,false,false,true,true,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,false,true,false,true,true,true,true,false,true,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,1,-0.6393248139250974,60.0,1139323
false,false,true,true,false,false,false,false,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,true,true,false,false,true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,true,false,true,false,true,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,true,3,-0.9070774506322672,360.0,1180100
false,true,true,true,false,false,true,false,true,true,true,true,false,false,true,true,true,true,true,false,false,true,true,false,false,true,false,false,false,true,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,true,false,true,false,true,true,false,false,false,false,true,true,false,true,true,true,false,1,-0.7938337917211957,140.0,1226136
false,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,false,false,false,false,true,true,false,true,true,true,false,false,true,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,1,-0.7611686122563712,90.0,1273361
true,false,false,true,true,false,false,false,false,false,true,false,true,true,false,false,true,true,true,false,true,true,false,false,false,true,false,false,true,true,true,false,true,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,true,true,true,false,true,true,false,false,false,false,false,true,true,3,-0.8871756902914336,310.0,1319109
