name,cnt,rec,avg,min,p05,p25,p50,p75,p95,p99,p999,max
update,10667,10667,86.172,80,80,80,80,90,90,120,220,8351
extract_features,10667,10667,35.056,20,30,30,30,40,40,60,130,650
compute_ns,10667,10667,78.778,60,70,70,80,80,90,120,310,3601
