name,cnt,rec,avg,min,p05,p25,p50,p75,p95,p99,p999,max
update,10667,10667,85.762,80,80,80,80,90,90,120,190,9511
extract_features,10667,10667,33.064,20,30,30,30,30,40,60,120,9103
compute_ns,10667,10667,78.072,60,70,70,70,80,90,120,250,9511
